tmdb_id,title,release_date,year,original_language,runtime,genres,budget,revenue,popularity,vote_average,vote_count,director,top_actors,overview,success_label,success_reason
1255788,The Gardener,2025-01-30,2025,fr,110,"Action, Comedy",10000000,4772,7.0976,6.192,167,David Charhon,"Jean-Claude Van Damme, Michaël Youn, Nawell Madani","Every year the Prime Minister has a list of all kinds of troublemakers eliminated in the name of the famous Reason of State. Serge Shuster, Special Adviser to the President of the Republic, finds himself on this list, better known as the Matignon List.  Condemned to certain death and at the heart of an implacable plot and a state secret that also put his family in danger, Serge, his wife and children have only one hope left - their gardener, Léo, who hates it when « slugs » invade his garden... Especially those that want to kill innocent families.",Moderate,At least broke even or decent ratings
1198994,Send Help,2026-01-26,2026,en,0,"Thriller, Comedy, Horror",0,0,7.3027,0.0,0,Sam Raimi,"Rachel McAdams, Dylan O'Brien, Edyll Ismail","Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's a battle of wills and wits to make it out alive.",Unknown,Insufficient financial data
660982,American Pie Presents: Girls' Rules,2020-10-06,2020,en,95,Comedy,0,0,7.4616,6.176,675,Mike Elliott,"Madison Pettis, Lizze Broadway, Piper Curda","It's Senior year at East Great Falls. Annie, Kayla, Michelle, and Stephanie decide to harness their girl power and band together to get what they want their last year of high school.",Average/Positive,Decent user score (no financials)
6877,Failure to Launch,2006-03-10,2006,en,97,"Romance, Comedy",50000000,130224158,7.9342,5.829,1714,Tom Dey,"Matthew McConaughey, Sarah Jessica Parker, Zooey Deschanel","At 35, Tripp has an interesting job, a hip car, a passion for sailing, an active dating life, and a great house - trouble is, he still lives with his parents, Al and Sue, who are not happy about it. Al and Sue are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to help. In desperation to push Tripp out of the nest once and for all, Al and Sue hatch a plan to hire Paula, an ""interventionist,"" who has a formula in these cases.",Moderate,At least broke even or decent ratings
615677,We Can Be Heroes,2020-12-25,2020,en,97,"Family, Action, Fantasy, Comedy",0,0,7.9332,5.98,792,Robert Rodriguez,"YaYa Gosselin, Lyon Daniels, Andy Walken","When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.",Unknown,Insufficient financial data
639854,Four Enchanted Sisters,2020-01-09,2020,de,97,"Adventure, Comedy, Family, Fantasy",0,0,6.8501,5.6,14,Sven Unterwaldt Jr.,"Katja Riemann, Doris Schretzmayer, Justus von Dohnányi","Based on Sheridan Winn's book series ""Sprite Sisters"" about the magical adventures of sisters Flame, Sky, Flora and Marina.",Unknown,Insufficient financial data
290250,The Nice Guys,2016-05-15,2016,en,116,"Comedy, Crime, Action",50000000,71261763,8.9833,7.125,8297,Shane Black,"Russell Crowe, Ryan Gosling, Angourie Rice",A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,Hit,Revenue >= 1.2x budget and decent ratings
88751,Journey to the Center of the Earth,2008-07-10,2008,en,93,"Action, Science Fiction, Adventure, Comedy, Family",45000000,101702060,8.2721,6.083,4999,Eric Brevig,"Brendan Fraser, Josh Hutcherson, Anita Briem","On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",Hit,Revenue >= 1.2x budget and decent ratings
21542,Love Don't Co$t a Thing,2003-12-12,2003,en,100,"Comedy, Drama, Family, Romance",0,21964072,6.8779,7.521,632,Troy Byer,"Nick Cannon, Christina Milian, Kenan Thompson",A high school outcast pays a cheerleader to pose as his girlfriend so he can be considered cool.,Critically Good,High user score & significant votes (no financials)
11621,Porco Rosso,1992-07-18,1992,ja,93,"Family, Comedy, Animation, Adventure",9200000,44600000,7.6271,7.798,3513,Hayao Miyazaki,"Shūichirō Moriyama, Tokiko Kato, Bunshi Katsura VI","In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.",Blockbuster,"Revenue >= 2x budget (44600000 >= 18400000), strong user ratings"
8916,Antz,1998-10-02,1998,en,83,"Animation, Drama, Family, Comedy, Adventure, Romance, War",60000000,171757863,8.3617,6.168,4598,Eric Darnell,"Woody Allen, Sharon Stone, Dan Aykroyd","A neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army.",Hit,Revenue >= 1.2x budget and decent ratings
800939,Ticket to Paradise,2022-09-08,2022,en,104,"Drama, Comedy, Romance",20000000,168800000,7.1205,6.431,1336,Ol Parker,"Julia Roberts, George Clooney, Kaitlyn Dever",Divorced couple Georgia and David find themselves on a shared mission: they team up and travel to Bali to stop their daughter Lily from making the same mistake they once made 25 years ago.,Hit,Revenue >= 1.2x budget and decent ratings
520758,Chicken Run: Dawn of the Nugget,2023-12-08,2023,en,101,"Family, Animation, Adventure, Comedy",0,0,7.0838,6.9,831,Sam Fell,"Thandiwe Newton, Zachary Levi, Bella Ramsey",A band of fearless chickens flock together to save poultry-kind from an unsettling new threat: a nearby farm that's cooking up something suspicious.,Average/Positive,Decent user score (no financials)
927,Gremlins,1984-06-08,1984,en,106,"Fantasy, Horror, Comedy",11000000,153083102,8.8961,7.137,6693,Joe Dante,"Zach Galligan, Phoebe Cates, Hoyt Axton","After receiving an exotic small animal as a Christmas gift, a young man inadvertently breaks three important rules concerning his new pet, which unleashes a horde of malevolently mischievous creatures on a small town.",Blockbuster,"Revenue >= 2x budget (153083102 >= 22000000), strong user ratings"
4964,Knocked Up,2007-06-01,2007,en,129,"Comedy, Romance, Drama",30000000,219900000,8.6228,6.3,4114,Judd Apatow,"Seth Rogen, Katherine Heigl, Paul Rudd","A slacker and a career-driven woman accidentally conceive a child after a one-night stand. As they try to make the relationship work, they must navigate the challenges of parenthood and their differences in lifestyle and maturity.",Hit,Revenue >= 1.2x budget and decent ratings
1280672,One of Them Days,2025-01-16,2025,en,97,Comedy,14000000,51896264,8.1688,6.636,221,Lawrence Lamont,"Keke Palmer, SZA, Joshua David Neal","Best friends and roommates Dreux and Alyssa are about to have One of Them Days. When they discover Alyssa’s boyfriend has blown their rent money, the duo finds themselves going to extremes in a comical race against the clock to avoid eviction and keep their friendship intact.",Moderate,At least broke even or decent ratings
375794,"No manches, Frida",2016-09-02,2016,es,100,Comedy,5000000,23500000,7.2466,7.684,927,Nacho G. Velilla,"Omar Chaparro, Martha Higareda, Fernanda Castillo","After being released from prison, Zequi, a bank robber, sets out to recover money buried by his accomplice; but is horrified to learn that a high school gymnasium is now over the site where the loot is hidden.",Hit,Revenue >= 1.2x budget and decent ratings
10312,Patch Adams,1998-12-25,1998,en,115,"Comedy, Drama",50000000,202292902,7.355,7.315,3329,Tom Shadyac,"Robin Williams, Monica Potter, Philip Seymour Hoffman","The true story of Dr. Hunter ""Patch"" Adams, who in the 1970s found that humor is the best medicine, and was willing to do just anything to make his patients laugh—even if it meant risking his own career.",Blockbuster,"Revenue >= 2x budget (202292902 >= 100000000), strong user ratings"
56379,Beach House,1977-10-27,1977,it,106,Comedy,0,0,7.5542,6.4,68,Sergio Citti,"Ugo Tognazzi, Mariangela Melato, Anna Melato","Summer Sunday at a small beach house at the coast of Rome. Many people and stories: women's basketball team, two sports-obsessed soldiers, two men with their girlfriends and the priest with a big secret, an elderly couple with their pregnant granddaughter, and engagemented couple wanting to have sex for the first time.",Average/Positive,Decent user score (no financials)
153,Lost in Translation,2003-09-18,2003,en,102,"Drama, Romance, Comedy",4000000,119723856,7.2802,7.388,7720,Sofia Coppola,"Bill Murray, Scarlett Johansson, Giovanni Ribisi","Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",Blockbuster,"Revenue >= 2x budget (119723856 >= 8000000), strong user ratings"
9603,Clueless,1995-07-19,1995,en,97,"Comedy, Romance",12000000,56631572,7.9719,7.266,4638,Amy Heckerling,"Alicia Silverstone, Stacey Dash, Brittany Murphy","Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",Blockbuster,"Revenue >= 2x budget (56631572 >= 24000000), strong user ratings"
5245,Fast Lane to Malibu,2000-09-12,2000,en,80,"Drama, Comedy, Adventure",0,0,6.576,4.6,14,Kelley Cauthen,"Tracy Ryan, Steve Curtis, Renee Rea","The film follows randy college boys Zack and Brian on a trip to Malibu for a party where there's a shortage of boys but a bevy of buxom girls. Beset on the way by car trouble, and various other distractions, the film also follows the journey of Zack and Brian's girlfriends, who follow the boys to Malibu but end up having their own lusty adventures.",Unknown,Insufficient financial data
16996,17 Again,2009-03-11,2009,en,102,"Comedy, Fantasy, Drama, Romance",20000000,136300000,7.6957,6.314,5287,Burr Steers,"Zac Efron, Leslie Mann, Thomas Lennon","On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",Hit,Revenue >= 1.2x budget and decent ratings
76493,The Dictator,2012-05-15,2012,en,83,Comedy,65000000,179379533,8.8038,6.213,6148,Larry Charles,"Sacha Baron Cohen, Ben Kingsley, Anna Faris",The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,Hit,Revenue >= 1.2x budget and decent ratings
44741,Malicious,1973-03-29,1973,it,93,Comedy,0,109133,7.7288,7.287,334,Salvatore Samperi,"Laura Antonelli, Turi Ferro, Alessandro Momo","A widower and two of his sons become infatuated by their beautiful housekeeper, and all three set out to seduce her using their own unique methods.",Average/Positive,Decent user score (no financials)
466282,To All the Boys I've Loved Before,2018-08-17,2018,en,100,"Comedy, Romance",0,0,7.3452,7.598,8589,Susan Johnson,"Lana Condor, Noah Centineo, Janel Parrish",Lara Jean's love life goes from imaginary to out of control when her secret letters to every boy she's ever fallen for are mysteriously mailed out.,Critically Good,High user score & significant votes (no financials)
1029955,Kinds of Kindness,2024-05-30,2024,en,164,"Drama, Comedy",15000000,16398509,7.3381,6.491,1109,Yorgos Lanthimos,"Emma Stone, Jesse Plemons, Willem Dafoe","A triptych fable following a man without choice who tries to take control of his own life; a policeman who is alarmed that his wife who was missing-at-sea has returned and seems a different person; and a woman determined to find a specific someone with a special ability, who is destined to become a prodigious spiritual leader.",Moderate,At least broke even or decent ratings
411873,The Little Hours,2017-06-30,2017,en,90,Comedy,0,1647675,7.1905,5.876,619,Jeff Baena,"Alison Brie, Dave Franco, Kate Micucci","Garfagnana, Italy, 1347. The handsome servant Masseto, fleeing from his vindictive master, takes shelter in a nunnery where three young nuns, Sister Alessandra, Sister Ginevra and Sister Fernanda, try unsuccessfully to find out what their purpose in life is, a conundrum that each of them faces in different ways.",Unknown,Insufficient financial data
42246,Tom and Jerry: The Fast and the Furry,2005-09-03,2005,en,75,"Animation, Comedy, Family",0,0,6.6564,7.048,300,Bill Kopp,"Charlie Adler, Jeff Bennett, John DiMaggio","After being evicted from their old house by Tom's owner for causing major damage, cat and mouse Tom and Jerry enter a race entitled the ""Fabulous Super Race"" to win a mansion.",Average/Positive,Decent user score (no financials)
9489,You've Got Mail,1998-12-18,1998,en,119,"Comedy, Romance",65000000,250800000,7.0345,6.697,3470,Nora Ephron,"Meg Ryan, Tom Hanks, Greg Kinnear","Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet—both blissfully unaware that he's trying to put her out of business.",Hit,Revenue >= 1.2x budget and decent ratings
1299655,Blue Moon,2025-10-17,2025,en,100,"Comedy, Drama, History, Music, Romance",0,0,7.202,4.0,3,Richard Linklater,"Ethan Hawke, Margaret Qualley, Bobby Cannavale","On the evening of March 31, 1943, legendary lyricist Lorenz Hart confronts his shattered self-confidence in Sardi’s bar as his former collaborator Richard Rodgers celebrates the opening night of his ground-breaking hit musical “Oklahoma!”.",Unknown,Insufficient financial data
1727,Bird on a Wire,1990-05-18,1990,en,110,"Action, Adventure, Comedy, Romance",20000000,138697012,7.2032,6.232,985,John Badham,"Mel Gibson, Goldie Hawn, David Carradine","An FBI informant has kept his new identity secret for 15 years. Now an old flame has recognised him, and the bad guys are back for revenge.",Hit,Revenue >= 1.2x budget and decent ratings
1354627,SpongeBob Squarepants: Kreepaway Kamp,2024-10-10,2024,en,45,"TV Movie, Family, Comedy, Horror, Animation",0,0,7.3931,7.0,95,Dave Cunningham,"Tom Kenny, Bill Fagerbakke, Rodger Bumpass","While at Kamp Koral for a reunion, SpongeBob and the gang are stalked by a mysterious figure lurking in the shadows as campers start disappearing one by one!",Average/Positive,Decent user score (no financials)
505436,Serial (Bad) Weddings 2,2019-01-30,2019,fr,99,Comedy,18500000,87761988,7.1079,5.89,1299,Philippe de Chauveron,"Christian Clavier, Chantal Lauby, Ary Abittan","Claude and Marie Verneuil face a new crisis. The four spouses of their daughters, David, Rachid, Chao and Charles decided to leave France for various reasons. Here they are imagining their lives elsewhere.",Moderate,At least broke even or decent ratings
1212855,Fight or Flight,2025-04-03,2025,en,101,"Action, Comedy, Thriller",40000000,2482071,7.1633,6.234,229,James Madigan,"Josh Hartnett, Charithra Chandran, Katee Sackhoff",A mercenary takes on the job of tracking down a target on a plane but must protect her when they're surrounded by people trying to kill both of them.,Moderate,At least broke even or decent ratings
879,Hook,1991-04-10,1991,en,142,"Adventure, Fantasy, Comedy, Family",70000000,300854823,7.7699,6.838,5519,Steven Spielberg,"Dustin Hoffman, Robin Williams, Julia Roberts","The boy who wasn't supposed to grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.",Hit,Revenue >= 1.2x budget and decent ratings
9285,Road Trip,2000-05-19,2000,en,93,"Comedy, Adventure",16000000,119754278,7.6234,6.219,2057,Todd Phillips,"Breckin Meyer, Seann William Scott, Amy Smart","After an Ithaca College student films his one-night stand with a beautiful sorority girl, he discovers one of his friends has accidentally mailed the homemade sex tape to his girlfriend in Austin. In a frenzy, he must borrow a car and hit the road in a desperate bid to intercept the tape.",Hit,Revenue >= 1.2x budget and decent ratings
433,Mary Poppins,1964-12-17,1964,en,139,"Comedy, Family, Fantasy",4650000,103100000,8.0177,7.558,4855,Robert Stevenson,"Julie Andrews, Dick Van Dyke, David Tomlinson","Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins, an angelic nanny. She not only brings a change in their lives but also spreads happiness.",Blockbuster,"Revenue >= 2x budget (103100000 >= 9300000), strong user ratings"
5070,How Much Do You Love Me?,2005-10-26,2005,fr,95,"Comedy, Drama",0,0,7.6264,5.874,203,Bertrand Blier,"Monica Bellucci, Bernard Campan, Gérard Depardieu","After winning the lottery, François goes to a bar in Pigalle and offers one hundred thousand Euros per month to a prostitute named Daniela to live with him as his wife until his money runs out.",Unknown,Insufficient financial data
1017633,How to Date Billy Walsh,2024-04-04,2024,en,101,"Romance, Comedy",0,0,7.3307,6.374,170,Alex Pillai,"Sebastian Croft, Charithra Chandran, Tanner Buchanan","Archie has been in love with his best friend Amelia for as long as he can remember. Just when he builds up the courage to declare his feelings, she falls head over heels for Billy Walsh, a new American transfer student.",Average/Positive,Decent user score (no financials)
791155,Secret Headquarters,2022-08-12,2022,en,104,"Action, Adventure, Comedy, Science Fiction, Family",0,0,7.1628,6.442,388,Ariel Schulman,"Owen Wilson, Michael Peña, Walker Scobell","While hanging out after school, Charlie and his friends discover the headquarters of the world’s most powerful superhero hidden beneath his home. When villains attack, they must team up to defend the headquarters and save the world.",Average/Positive,Decent user score (no financials)
425909,Ghostbusters: Afterlife,2021-11-18,2021,en,124,"Fantasy, Comedy, Adventure, Science Fiction",75000000,204334455,8.878,7.336,4929,Jason Reitman,"Mckenna Grace, Finn Wolfhard, Carrie Coon","When single mom Callie and her two kids Trevor and Phoebe arrive in a small Oklahoma town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",Blockbuster,"Revenue >= 2x budget (204334455 >= 150000000), strong user ratings"
11565,Big Momma's House 2,2006-01-26,2006,en,99,"Comedy, Crime",40000000,141522961,7.5137,5.784,1650,John Whitesell,"Martin Lawrence, Marisol Nichols, Kevin Durand","FBI agent Malcolm Turner goes back undercover as Big Momma, a slick-talking, slam-dunking Southern granny with attitude to spare! Now this granny must play nanny to three dysfunctional upper-class kids in order to spy on their computer hacker father.",Moderate,At least broke even or decent ratings
12230,One Hundred and One Dalmatians,1961-01-25,1961,en,79,"Adventure, Animation, Comedy, Family",3600000,303000000,8.5297,7.173,6485,Wolfgang Reitherman,"Rod Taylor, J. Pat O'Malley, Betty Lou Gerson","When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.",Blockbuster,"Revenue >= 2x budget (303000000 >= 7200000), strong user ratings"
252,Willy Wonka & the Chocolate Factory,1971-06-29,1971,en,99,"Family, Fantasy, Comedy",3000000,4000000,7.3332,7.479,3785,Mel Stuart,"Gene Wilder, Peter Ostrum, Jack Albertson","When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",Hit,Revenue >= 1.2x budget and decent ratings
228165,The SpongeBob Movie: Sponge Out of Water,2015-01-28,2015,en,93,"Family, Comedy, Adventure, Animation",74000000,311594032,6.5438,6.086,2447,Paul Tibbitt,"Tom Kenny, Bill Fagerbakke, Rodger Bumpass","Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",Hit,Revenue >= 1.2x budget and decent ratings
594,The Terminal,2004-06-17,2004,en,128,"Comedy, Drama",60000000,219417255,8.1339,7.352,8327,Steven Spielberg,"Tom Hanks, Catherine Zeta-Jones, Stanley Tucci","An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there.",Blockbuster,"Revenue >= 2x budget (219417255 >= 120000000), strong user ratings"
130490,Montecarlo Gran Casinò,1987-12-23,1987,it,97,Comedy,0,0,6.5845,5.458,59,Carlo Vanzina,"Christian De Sica, Massimo Boldi, Ezio Greggio",The misadventures of different Italian rascals who came to the famous Montecarlo Gran Casinò to get lucky.,Unknown,Insufficient financial data
9291,The Longest Yard,2005-05-27,2005,en,113,"Drama, Comedy, Crime",90000000,191466556,8.077,6.667,3542,Peter Segal,"Adam Sandler, Chris Rock, James Cromwell","Disgraced pro football quarterback Paul Crewe lands in a Texas federal penitentiary, where manipulative Warden Hazen recruits him to advise the institution's football team of prison guards. Crewe suggests a tune-up game which lands him quarterbacking a crew of inmates in a game against the guards. Aided by incarcerated ex-NFL coach and player Nate Scarborough, Crewe and his team must overcome not only the bloodthirstiness of the opposition, but also the corrupt warden trying to fix the game against them.",Hit,Revenue >= 1.2x budget and decent ratings
17379,Last Holiday,2006-01-13,2006,en,112,"Adventure, Comedy, Drama",45000000,38399961,7.127,7.228,819,Wayne Wang,"Queen Latifah, LL Cool J, Timothy Hutton","The discovery that she has a terminal illness prompts introverted department store saleswoman Georgia Byrd to reflect on what she realizes has been an overly cautious life. With weeks to live, she withdraws her life savings, sells all her possessions and jets off to Europe where she lives it up at a posh hotel. Upbeat and passionate, Georgia charms everybody she meets, including renowned Chef Didier. The only one missing from her new life is her longtime crush Sean Matthews.",Moderate,At least broke even or decent ratings
1075529,Boso Dos,2023-02-03,2023,tl,106,"Comedy, Thriller",0,0,6.9285,2.6,5,Jon Red,"Gold Aceron, Micaella Raz, Vince Rillon",Things get chaotic when the gang leader falls madly in love with her. Will she be successful with her mission?,Unknown,Insufficient financial data
134374,Pain & Gain,2013-04-18,2013,en,130,"Comedy, Crime, Action",25000000,87305549,7.3877,6.278,4633,Michael Bay,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie","Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",Hit,Revenue >= 1.2x budget and decent ratings
43593,Piranha 3D,2010-08-20,2010,en,88,"Comedy, Horror",24000000,83188165,7.1081,5.408,2312,Alexandre Aja,"Elisabeth Shue, Jerry O'Connell, Steven R. McQueen","Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",Moderate,At least broke even or decent ratings
508,Love Actually,2003-09-07,2003,en,135,"Comedy, Romance, Drama",40000000,250779876,8.2241,7.101,7070,Richard Curtis,"Hugh Grant, Alan Rickman, Emma Thompson",Eight very different couples deal with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London.,Blockbuster,"Revenue >= 2x budget (250779876 >= 80000000), strong user ratings"
256961,Paul Blart: Mall Cop 2,2015-04-16,2015,en,94,"Action, Comedy, Family",38000000,107597242,8.0997,5.175,1630,Andy Fickman,"Kevin James, Raini Rodriguez, Neal McDonough","Security guard Paul Blart is headed to Las Vegas to attend a Security Guard Expo with his teenage daughter Maya before she departs for college. While at the convention, he inadvertently discovers a heist - and it's up to Blart to apprehend the criminals.",Moderate,At least broke even or decent ratings
11529,Sweet Home Alabama,2002-09-26,2002,en,108,"Comedy, Romance",30000000,180622424,7.0861,6.398,1609,Andy Tennant,"Reese Witherspoon, Josh Lucas, Patrick Dempsey","New York fashion designer, Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But her past holds many secrets—including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",Hit,Revenue >= 1.2x budget and decent ratings
2330,Taxi,1998-04-08,1998,fr,86,"Action, Comedy, Crime, Adventure",8700000,44218015,7.9221,6.709,2596,Gérard Pirès,"Samy Naceri, Frédéric Diefenthal, Marion Cotillard","In Marseilles a skilled pizza delivery boy Daniel who drives a scooter finally has his dreams come true. He gets a taxi license. Caught by the police for a huge speed infraction, he will help Emilien, a loser inspector who can't drive, on the track of German bank robbers, so he doesn't lose his license and his dream job.",Hit,Revenue >= 1.2x budget and decent ratings
13161,Big Stan,2007-11-03,2007,en,109,"Comedy, Crime",7500000,8742330,7.1223,6.591,969,Rob Schneider,"Rob Schneider, David Carradine, Sally Kirkland",A weak con man panics when he learns he's going to prison for fraud. He hires a mysterious martial arts guru who helps transform him into a martial arts expert who can fight off inmates who want to hurt or love him.,Moderate,At least broke even or decent ratings
828613,About Fate,2022-09-08,2022,en,100,"Romance, Comedy",0,504843,7.179,7.508,474,Marius Weisberg,"Emma Roberts, Thomas Mann, Lewis Tan","Two strangers believe in love but never seem to be able to find its true meaning. In a wild twist of events, fate puts each in the other's path on one stormy New Year's Eve.",Average/Positive,Decent user score (no financials)
1065796,A Night at the Kindergarten,2022-12-28,2022,pl,97,Comedy,0,0,6.1797,5.9,40,Rafał Skalski,"Piotr Witkowski, Lena Góra, Zbigniew Zamachowski",A young man crashes a school play rehearsal to prevent a group of teachers and eccentric parents from expelling his girlfriend's son.,Unknown,Insufficient financial data
9513,Garfield: A Tail of Two Kitties,2006-06-15,2006,en,77,"Comedy, Family, Adventure",60000000,141700000,7.973,5.607,2286,Tim Hill,"Breckin Meyer, Jennifer Love Hewitt, Billy Connolly","Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle. His reign is soon jeopardized by the nefarious Lord Dargis, who has designs on the estate.",Moderate,At least broke even or decent ratings
11130,The Princess Diaries 2: Royal Engagement,2004-08-06,2004,en,113,"Comedy, Drama, Family, Romance",40000000,134734481,7.2502,6.714,3333,Garry Marshall,"Anne Hathaway, Julie Andrews, Héctor Elizondo","Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Accompanied by her friend Lilly, Mia continues her 'princess lessons', like riding horses side-saddle and archery. But her already complicated life is turned upside down once again when she learns that she is to take the crown as queen earlier than expected, all while she meets a mysteriously charming young man.",Hit,Revenue >= 1.2x budget and decent ratings
55301,Alvin and the Chipmunks: Chipwrecked,2011-12-14,2011,en,87,"Comedy, Fantasy, Family, Music, Animation",75000000,342695435,7.38,5.696,2285,Mike Mitchell,"Jason Lee, David Cross, Jenny Slate","Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",Moderate,At least broke even or decent ratings
9410,Great Expectations,1998-01-30,1998,en,111,"Comedy, Drama, Romance",25000000,55494066,6.6713,6.614,650,Alfonso Cuarón,"Ethan Hawke, Gwyneth Paltrow, Hank Azaria","Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.",Hit,Revenue >= 1.2x budget and decent ratings
34016,She's Out of My League,2010-03-11,2010,en,104,"Romance, Comedy",20000000,49800000,7.3693,6.482,2244,Jim Field Smith,"Jay Baruchel, Alice Eve, T.J. Miller","When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",Hit,Revenue >= 1.2x budget and decent ratings
661374,Glass Onion: A Knives Out Mystery,2022-11-23,2022,en,140,"Comedy, Crime, Mystery",40000000,15000000,8.6443,7.041,6148,Rian Johnson,"Daniel Craig, Edward Norton, Janelle Monáe",World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.,Moderate,At least broke even or decent ratings
13971,Wild Child,2008-08-15,2008,en,98,"Comedy, Drama, Romance",20000000,22000000,7.744,6.711,1878,Nick Moore,"Emma Roberts, Alex Pettyfer, Natasha Richardson","Sixteen-year-old Poppy has everything her unlimited credit cards can buy, and a spoiled attitude to match. After a final thoughtless prank, her exasperated father ships her off to boarding school in England. There, Poppy meets her match in a stern headmistress and a class full of girls who will not tolerate her selfishness.",Moderate,At least broke even or decent ratings
1636,Bedazzled,2000-10-19,2000,en,93,"Fantasy, Comedy, Romance",48000000,90383208,7.5447,6.07,2000,Harold Ramis,"Brendan Fraser, Elizabeth Hurley, Frances O'Connor","Elliot Richards, a socially awkward IT worker, is given seven wishes to get the girl of his dreams when he meets a very seductive Satan. The catch: his soul. Some of his wishes include being a 7 foot basketball star, a wealthy, powerful man, and a sensitive caring guy. But, as could be expected, the Devil puts her own little twist on each of his fantasies.",Hit,Revenue >= 1.2x budget and decent ratings
